,24,90210,alias,angel,battlestargalactica,betteroffted,bionicwoman,blade,bloodties,bones,breakingbad,buffy,burnnotice,californication,caprica,charmed,chuck,coldcase,community,criminalminds,cupid,daybreak,demons,desperatehousewives,dexter,dirt,dirtysexymoney,doctorwho,dollhouse,eleventhhour,entourage,eureka,extras,fearitself,flashforward,flashpoint,flightoftheconchords,fridaynightlights,friends,fringe,futurama,garyunmarried,ghostwhisperer,gossipgirl,greek,greysanatomy,heroes,house,howimetyourmother,intreatment,invasion,jake,jekyll,jericho,johnfromcincinnati,knightrider,kylexy,legendoftheseeker,leverage,lietome,life,lost,madmen,mastersofscifi,medium,melroseplace,mental,merlin,moonlight,mynameisearl,ncis,ncislosangeles,niptuck,onetreehill,oz,painkillerjane,primeval,prisonbreak,privatepractice,psych,pushingdaisies,raines,reaper,robinhood,rome,samanthawho,sanctuary,scrubs,sexandthecity,sixfeetunder,skins,smallville,sonsofanarchy,southpark,spaced,stargateatlantis,stargatesg1,stargateuniverse,supernatural,swingtown,the4400,thebigbangtheory,theblackdonnellys,thekillpoint,thelostroom,thementalist,thenine,theoc,thepretender,theriches,thesarahconnorchronicles,theshield,thesopranos,thetudors,thevampirediaries,thewire,torchwood,traveler,trucalling,trueblood,uglybetty,v,veronicamars,weeds,whitechapel,womensmurderclub,xfiles
daybreak,0.14100401384066263,0.15354364731238093,0.13528063443360666,0.14041091353801938,0.14238946855805756,0.1554358626620525,0.17212804835813403,0.12315748994456238,0.1648713109146135,0.11724051871451036,0.17613466227102945,0.09102744123446038,0.16071160586221084,0.15473116905134407,0.16355122012689988,0.14638492520521762,0.15419009177137552,0.1387118308674197,0.14604840022646778,0.1378456798525767,0.15372064497761492,1.0000000000000748,0.15365343544884175,0.13500216031447407,0.17481449872843355,0.1697901968206429,0.1414250848390053,0.11939864956061874,0.15890247943139243,0.14763598826209964,0.1510088622147824,0.13197759404009737,0.14281799328786013,0.1696851590498444,0.16774898431621524,0.1486736646901925,0.1511704264635994,0.15386582641186236,0.09457369368781063,0.1454330569104403,0.1334839124462032,0.16185473354896837,0.14987547636756654,0.13299849575117348,0.13979635485267985,0.12379869863529946,0.16432669191815993,0.12353273193917426,0.13966861556767926,0.17183745593941505,0.1690815101444277,0.1247162123750264,0.1793285731680905,0.17960159271436563,0.17248327349955941,0.17011253765359605,0.17246900029488416,0.12945590767234544,0.14920394644252816,0.16308660092390473,0.1761698353415382,0.1603668239464957,0.14517833942403158,0.13213250542513416,0.15224700764482763,0.1639556475178929,0.16330394010988009,0.13747866546448262,0.1837987384567081,0.15790296636105228,0.1342092568791966,0.15622887748442074,0.13988594112137837,0.14248101694087387,0.15081002686657347,0.1770440134634616,0.07227486544855745,0.17394929470429982,0.13569128121928398,0.14203059544584348,0.15000045380583604,0.18273660554381657,0.16444021162568678,0.1423113712324112,0.10319162379597789,0.16114086301762634,0.15824121759331636,0.12016873624383333,0.141147056218297,0.14938011405576998,0.13448657237531142,0.14108367412698283,0.17915797090247548,0.11738069641734117,0.12674892088694156,0.13726285111255423,0.1247614852434624,0.17228989974272138,0.135981099465349,0.16143386755793898,0.16309389550134473,0.13164720628938487,0.18879791201910834,0.18867439982740325,0.1707652628799466,0.15789566288387627,0.18254304235857235,0.15438686938459145,0.14699299275506522,0.14815565280501417,0.17185355693241133,0.1786924009334095,0.12590072076038358,0.11018136659424994,0.17409463685848744,0.14495935354621076,0.1506504709611132,0.19999186801521474,0.17721609030255772,0.1643991658358526,0.13801391584310468,0.18340374118980737,0.15444980049554471,0.14970683784513322,0.14718443298319872,0.1735039027216287,0.09528900339552981
demons,0.10790594783038125,0.13179614753703764,0.11146998197206273,0.12514889269083412,0.12631701298103987,0.14393808110045966,0.155627176056485,0.11715959549033253,0.15471029783853676,0.09852209614646687,0.1360691075414689,0.0901255294369346,0.1233745151779154,0.13836002111992776,0.15203642371937887,0.12838878397167217,0.12743709382610674,0.10954646953953236,0.13505454349827128,0.11174689195742608,0.14550757483104804,0.15365343544884175,0.9999999999999968,0.11225803462014815,0.1282151270819529,0.14140754899493518,0.1259535158606847,0.12132079309944607,0.13939923600863327,0.13381512064111364,0.12408281030742638,0.11889671034595502,0.14488703157757257,0.16252824037419153,0.1361204680542548,0.12254273948827019,0.13846653576626267,0.12853753248481012,0.08469261529512162,0.12521721845573602,0.11725003215450067,0.13307506447861486,0.12642557032300067,0.12188904063190649,0.1258289134946739,0.10481884972402032,0.13948791441911662,0.10503987643914235,0.12216678155725376,0.1543497300570749,0.14926886192000763,0.10544002515149249,0.18585243743805088,0.1503193971949376,0.14859692554805298,0.14135710324429276,0.157804641622196,0.13121224247236707,0.12706195639164453,0.1272245316627478,0.14145768931108857,0.1361645345404516,0.12592510525640413,0.13808812802736867,0.11930324641010721,0.1389850418113599,0.14999873036918118,0.15048234253848877,0.15411820697805814,0.12814243356008265,0.10817796209006411,0.12174843447031546,0.11516232461180076,0.1265507052989918,0.12266734979700666,0.15531222005255646,0.0704655084477154,0.12646661230115044,0.11543910978044623,0.11658479868705648,0.1343195412302691,0.14123904025356715,0.14790408940850255,0.14464627355404264,0.10009629989259483,0.14762318955819884,0.14179117403910985,0.10692734038930875,0.12506526014180436,0.12519553738509712,0.13221994093703046,0.12317352109149104,0.13587270172811017,0.10364486987713936,0.11749315089713822,0.12623870897630116,0.10938749016528888,0.15971028387234562,0.12548631205378757,0.14807571135530156,0.14012850561314177,0.12202158498535597,0.16127375930074878,0.1485573802882976,0.1605695638374003,0.12812251447711148,0.14822662930183708,0.13419528972848915,0.12243305445798902,0.12811410384775357,0.1443533288602574,0.12379738220657288,0.1023815175906853,0.11572954655242072,0.17197731033572808,0.11265396803310365,0.15019659787996795,0.16251590486570966,0.15170125985540187,0.15437664496994272,0.11534796869292352,0.16194588049083117,0.12364337912553844,0.11579484495288674,0.14521374173471333,0.1355052062733683,0.08160341623485261
desperatehousewives,0.1926563124710738,0.20748066553222796,0.1895508302240881,0.22491820865988468,0.18411809273379265,0.18612040928458348,0.13948977399425033,0.10056561534861676,0.17676864711258644,0.22181073848482555,0.1826075878495779,0.18950197471485922,0.20472419581685566,0.19467356763510127,0.13302292259489001,0.24744288089480077,0.2108102126704709,0.2436791848869368,0.1820236715573766,0.22406713859351568,0.1425627344389132,0.13500216031447407,0.11225803462014815,1.0000000000000222,0.21929612290123507,0.19005623100556568,0.16525309864394358,0.17702789341029718,0.18856876685109306,0.16619280385947208,0.21750791995169305,0.1913943720456559,0.1544269631884352,0.1305481096251251,0.16576797190005477,0.15913229080728858,0.16620121035453023,0.2065638015095277,0.1937326988516463,0.18513271008659318,0.20747685992713888,0.20047390295484355,0.23972534408032964,0.22411918936036956,0.24245494258975805,0.22177670533283964,0.21580906305723266,0.22230504284831798,0.2392313358445568,0.2194742467261672,0.15379769363241128,0.10987918451094283,0.12633551448155658,0.1834460305063948,0.1534359477916271,0.1601069876645725,0.21611618529850501,0.14554183153374184,0.19786495348426167,0.19738631165760123,0.18501703144037607,0.21805955717022904,0.20733263578146302,0.11478379702777346,0.23362818196818755,0.18491161654686375,0.16921429775920732,0.13564196142940235,0.16653833644622967,0.2299280587102735,0.22919666786946064,0.16975828555734393,0.24651667188050527,0.24958420322156064,0.18858189662587968,0.17661254048489758,0.06650867480543297,0.2037594517394892,0.20573475908436217,0.22612802210490596,0.20366416546216393,0.1524329055327446,0.2088800058056724,0.15830647421353453,0.11940692585763904,0.16738997057894317,0.16914517151845865,0.22859895629614768,0.23125396330655945,0.2420978018823607,0.1697401984386691,0.25202925217217287,0.16977249055905125,0.19959110553612897,0.11255432014099427,0.1850119877449785,0.19068065507968188,0.14653455292658243,0.2142393220073723,0.1661155876914347,0.19861484421026707,0.2021184843824453,0.15398723132009234,0.13146642360809432,0.10724735748759638,0.21948942336806787,0.14284578120562677,0.25205559748450657,0.22589030474183236,0.17329822444353662,0.16661848516259326,0.21310806205369026,0.22682497044175395,0.14378048347257244,0.17682185717128446,0.19400221699523956,0.1783848459119752,0.12611697991253404,0.1886318448856775,0.20081017609414628,0.24593534101133505,0.14511626201599198,0.24009369987442233,0.20385806485280838,0.10262989653487263,0.17678750033628837,0.1683703006049798
dexter,0.19540309818603288,0.18794213888059727,0.18829622836337986,0.20361730721852253,0.1824925954131875,0.18322494888001248,0.15628684551667102,0.11258917447718675,0.18270445265791166,0.1976172623918505,0.1905384698837859,0.15492153650461826,0.21951755261129513,0.18998540959373064,0.14499569368769671,0.22093082260158445,0.20147394782597944,0.2218508321941952,0.17718565335309786,0.21483260722012032,0.1543354842705507,0.17481449872843355,0.1282151270819529,0.21929612290123507,0.9999999999999788,0.18508654583708795,0.16354884674144318,0.1621007572295049,0.19127847500112108,0.17548414438298837,0.19932072018734845,0.18387077677709493,0.1496499122621882,0.14034825822229627,0.17584063717214848,0.16464722024795636,0.15753770877626685,0.19305051548415614,0.15001812446075602,0.18800705920679342,0.18361319514460417,0.19192418883333956,0.21297948115536242,0.18883616601462008,0.20555142000738086,0.18960554271473648,0.21433288073006096,0.19096866772171694,0.20547058992766268,0.2154490205984145,0.1767003747329413,0.12624521520710855,0.14749233331048078,0.18933340477462943,0.16575367590980375,0.1823810948090901,0.20751533078572862,0.14734950127206184,0.19167307591809404,0.1983872802656394,0.19441827787171126,0.20985674639603588,0.18300612024319032,0.1242606402909827,0.21989171730873905,0.18234310212863658,0.17690839172009432,0.14094077437135644,0.18636629964221313,0.21005386424269068,0.21652460462498865,0.18270039570926228,0.21819503014242148,0.20497433212804533,0.1805958416596391,0.19442182645150052,0.07146069377036457,0.21652419489369332,0.18206234317341172,0.20649630870012103,0.18896793915356191,0.17908996872280097,0.20183333184346397,0.15371991276632388,0.11222168091796765,0.16591975900053896,0.1824034065588437,0.18763014969862718,0.19910968723219183,0.21532540181008805,0.15779570817576535,0.2216715309457004,0.18822857911465882,0.1836471112691176,0.11884023359628193,0.18286368278755777,0.18427829403793045,0.16585885335028008,0.2055511966458842,0.16361992252245203,0.19793967027845225,0.1873857659038835,0.16029622366806592,0.15315181198943792,0.12397890475233032,0.20935344751213478,0.15184392476586034,0.2214644609326859,0.2146018179319932,0.16709089812862923,0.18241049866061465,0.2248150942513405,0.1926386930342783,0.1333867145439107,0.18332764128052478,0.19484180597261894,0.18194905904328865,0.1571053493477481,0.19261068082255467,0.19936226985570502,0.20560904065890193,0.16597956947860545,0.21917960924971377,0.20475513915336627,0.12367856159489311,0.19210638259652635,0.1535365550378232
dirt,0.16979122868629284,0.20052772697566063,0.16059798192905525,0.17824806512586064,0.15600233645311704,0.17944071880303514,0.1655048929559187,0.12308561621232703,0.18284982492677818,0.16225868645545768,0.18761012040595765,0.1257184996418314,0.17635552020145118,0.19747591945767823,0.15354654215050728,0.19378328627914057,0.18103591059008708,0.18500070704885752,0.18879620114584653,0.18062849393512984,0.16078316313863916,0.1697901968206429,0.14140754899493518,0.19005623100556568,0.18508654583708795,0.9999999999999931,0.16044018968501947,0.14188106942372078,0.18143845252034194,0.17249731341596264,0.20968885631498693,0.15709716629265777,0.17391296892831673,0.15512288862362736,0.1704436771562518,0.15633163898882715,0.17447528397517822,0.18845807004429121,0.13017363633514806,0.16926964568454184,0.1658485740855632,0.19305320730558487,0.19282386123212883,0.18779315932640409,0.1938769084025732,0.16889097637948045,0.19534395280471678,0.17364727814691197,0.19023831755023876,0.2084308719155259,0.16287134840568365,0.13005364615231893,0.16197728650394372,0.1887111605010533,0.18228773655732475,0.17036395403106336,0.19852404229599688,0.13311889666373833,0.18089252570809722,0.1881467726783188,0.1912353006317822,0.18513125554627174,0.18405895058519905,0.13591581518472223,0.18326172322537831,0.19171521886868176,0.18408999964893388,0.13412051214873164,0.18776443860471534,0.19698799201528097,0.17750169364967003,0.17118142765470196,0.20499531302440777,0.1933485948887064,0.16442202855447458,0.1855692413798326,0.07287254993740623,0.186431152612916,0.16829637713384407,0.18204124374775085,0.17112620310813156,0.17157207345669961,0.1939723548014211,0.14837132463323843,0.10696784870151184,0.18339106803507618,0.16821264336710154,0.17064689140038988,0.19746186534697133,0.20537205750215073,0.1646526472727824,0.18857997022355424,0.1805759461395005,0.16711552057791848,0.12413201563467174,0.15664283685379704,0.15263009446541909,0.16602692892613538,0.17356211252241405,0.1704152134801364,0.18807354598441658,0.168274161715319,0.17790215449350946,0.16421688835295137,0.12829702904457307,0.1956430011754772,0.1680173605549663,0.20594592913078202,0.18402316825949203,0.17101372395206726,0.18099563326572862,0.19286928382695254,0.1798439388208797,0.12960933694783577,0.18481012644450742,0.17427114029583649,0.17386918490333586,0.1655383896483911,0.19068309841968895,0.19711194770281754,0.18780473803889144,0.17214528563408596,0.20835826231951335,0.1757551110233084,0.13032666510799326,0.18333863022516214,0.12369638774240378
dirtysexymoney,0.15252419854631757,0.1649858477811199,0.15102724603390605,0.1605444343490069,0.150416066253069,0.16015841983752707,0.14692687174867528,0.10485981164575287,0.1561102846081045,0.14081413118278968,0.15111478346951973,0.1116869063913705,0.15981313788879692,0.15933437883596827,0.13988019354237705,0.16880185139478074,0.1655901401993855,0.16080089420118815,0.1463658555843426,0.16232382095342385,0.15128897765379684,0.1414250848390053,0.1259535158606847,0.16525309864394358,0.16354884674144318,0.16044018968501947,1.0000000000000067,0.13558166472659267,0.16378225999057316,0.1456885383621496,0.16008842239913448,0.14256952958747093,0.13530153079750395,0.13664316738242444,0.15129333417872964,0.13894004906935362,0.1461704108292874,0.1566596507792718,0.11261154478513033,0.1524404053079252,0.1532287804612777,0.16136980450738012,0.18983314004154694,0.17782909425979582,0.16932330298291454,0.1429012165858491,0.17436966651892685,0.14487060285018583,0.1649266197449172,0.17857278092025605,0.14506476070156774,0.11355018792662672,0.1434056166823723,0.16412339362120273,0.14765774952110106,0.15292216302275813,0.17023059507178348,0.13212760545551572,0.159587936537261,0.1582058514811852,0.1582168564682474,0.1668229983948605,0.161268171730421,0.12075688317663878,0.16331630861996133,0.16326746317548427,0.15536827156095803,0.14550924219025244,0.16489933112004604,0.16185789183349236,0.1559685072683859,0.142503303856181,0.18674682575502283,0.16757290445751843,0.14856485097649116,0.15914833529418396,0.06206557860407638,0.16750749671365894,0.1731211239494251,0.1556003523824867,0.16387961804004442,0.14441974387945083,0.16947527438962975,0.16579382606191226,0.10012801424078463,0.15646681915890617,0.1474599466421672,0.1515884507738365,0.16970128852176017,0.16709299225953422,0.15152651065771386,0.1688553597426021,0.14849874082236977,0.14073914631642342,0.10981947844466114,0.1479066686877374,0.14139596938500135,0.14475989033734374,0.15073243661846045,0.1518041843806129,0.163509932683611,0.14787687406425018,0.14937484081496,0.1383038310862091,0.11857217249957794,0.16775628957054012,0.14461119988585677,0.17996552939200428,0.15833088372939574,0.1411971500103307,0.14728743790809393,0.16023593217218918,0.1528123001065097,0.1365228156430054,0.15817833397305034,0.15121537571330493,0.14875850502454693,0.14690129597750884,0.16203014460707632,0.16328096154162497,0.1709894629947168,0.15593579819523862,0.17342216565227203,0.15227057445352343,0.11768495861245008,0.15499598899899278,0.11106529583605744
doctorwho,0.18035183512691427,0.1536904041746675,0.17971997812593604,0.20465406143149226,0.19725421534562487,0.15798697761435768,0.13218900781080634,0.09542808403976784,0.16166266373494517,0.1917488455433737,0.15644022687413672,0.14923363572331563,0.16281240232948851,0.15004670432195313,0.13122847594321085,0.20867770914998118,0.1742774346387172,0.18534569758797245,0.14783994582372806,0.18256395857848262,0.12440016763587569,0.11939864956061874,0.12132079309944607,0.17702789341029718,0.1621007572295049,0.14188106942372078,0.13558166472659267,1.0000000000000004,0.17445178096103603,0.15859454395011852,0.16757219821668173,0.18914542659243816,0.14226801399334937,0.11564160546728766,0.15421271792099675,0.14321182062652332,0.14395842677320178,0.182499651598817,0.1399192707364304,0.18599464819889125,0.1974410611158365,0.15340939885275026,0.18562241668581175,0.16621399611621981,0.19106754140974444,0.16985928155318963,0.18552364890228995,0.1785507436424531,0.18468724438457357,0.17169176823473592,0.13335572689025113,0.11278335151381697,0.1344569434474604,0.16509271375401838,0.13338716433009898,0.17031967339265786,0.1830223020226974,0.14518949603389014,0.1725108930737944,0.16289108645640044,0.1543634198209249,0.19122197460854545,0.1656782215761737,0.11787630065473972,0.1817289983049772,0.14439198840590775,0.14735849686792557,0.13955101252303861,0.14837534083609033,0.17482270049215878,0.19658360562347973,0.15326671458316096,0.18248764647056578,0.17651305659242914,0.15420332321569952,0.1647105243108227,0.08894765785946018,0.1767412646634766,0.14456495878219988,0.1817277717168817,0.16613185564557972,0.12850215276854016,0.16719112468517897,0.1634367411753297,0.10405476558966133,0.13261856134727226,0.18474848156974197,0.1743367780135508,0.16985539006982803,0.18521477392049604,0.16320125821082374,0.21696703530201783,0.14233575480434382,0.17813125011453987,0.10165446064776786,0.20758313371163897,0.2052726175298663,0.17034814487904695,0.17465303174724106,0.12914488368095034,0.1769783007142318,0.18116378283981158,0.13089004700649345,0.123958976235625,0.10509756139413227,0.1753798630456922,0.11955158818252769,0.18535884235011924,0.1960757090448205,0.13094135609196264,0.1620970322719907,0.16349701861520985,0.16653867113643542,0.1459327079236416,0.15270744211289936,0.16112689023341367,0.22238831703734963,0.12205935336700802,0.15218787212700297,0.16350590390309555,0.17292811959587648,0.14740267842832674,0.18420903640536299,0.15742913381088763,0.10856753231826251,0.1380203492746998,0.16029287372187534
dollhouse,0.19306418969563946,0.18275588974590434,0.18930569267647276,0.19768671718184447,0.20313243590396585,0.19397599015066186,0.18058378642272913,0.12235528106549984,0.1800378375196794,0.18278369014697635,0.18855916707413922,0.13759065042186275,0.19412345969382755,0.1763156253927053,0.1701901596960177,0.20365857299357212,0.20155252933013537,0.18223128119024995,0.17241784977054755,0.1965403425299245,0.16085466099486104,0.15890247943139243,0.13939923600863327,0.18856876685109306,0.19127847500112108,0.18143845252034194,0.16378225999057316,0.17445178096103603,1.0000000000000142,0.19300892099617212,0.18414680732668232,0.18965426243754344,0.15456007746735972,0.14911420216410398,0.18946560012266794,0.16805401809147727,0.15626409499845773,0.18191805022987714,0.12984618731633835,0.20372610890087348,0.1832553966748764,0.1859728550596912,0.19680490886807178,0.17573590511128928,0.204526921299546,0.18371291475721388,0.21462268173984428,0.19252009590560787,0.1874214461011453,0.2086590660038874,0.17168953798653333,0.13844492181741552,0.16294211696372085,0.19701477946535342,0.1648591566785614,0.20301293971174467,0.21528423172823025,0.15540844651488595,0.19391172555519937,0.19851075612270477,0.19103707351263263,0.19997607761352257,0.174450680111859,0.14336685405477284,0.19671839819148984,0.189102024910849,0.19222869356232844,0.15192776476959638,0.19456253197008974,0.19158956684303854,0.19383736615750913,0.18583101163356708,0.19872423682763576,0.18943280444250732,0.16657961033725058,0.20737361852047895,0.07965640580711665,0.19968064453623918,0.17882257959922168,0.19080521895639843,0.18860901158520543,0.17060501309783954,0.20092424235230685,0.16722396127406122,0.1132425263154703,0.17007831726706454,0.20513066679047906,0.172045535944861,0.18279015608388127,0.19831016603766988,0.159447574058529,0.2087874071642159,0.1815511246140002,0.16429424653575553,0.120103427169803,0.20463784700459856,0.19311699781740732,0.19981091430283593,0.18293960529522,0.16545496302325402,0.1998049423650106,0.19003037359180272,0.1640888986333157,0.1646328864513443,0.13943301342206949,0.1985090736604646,0.16361007257137072,0.20102136961848233,0.20238828640794798,0.15966355876320049,0.20019580051579156,0.19387097345366835,0.1672406124764331,0.1394540408852455,0.1886792437283141,0.17196068566216138,0.19477908050583612,0.16673363399668442,0.18941828043095393,0.19657753366283237,0.17669594025747593,0.18547324694783707,0.203771639982981,0.1746463885854204,0.13505864358847408,0.17787127383999166,0.14408276963409014
eleventhhour,0.1813005271244695,0.16510451020432704,0.1810903522759366,0.17031390765127274,0.16974434945003344,0.17914286714459887,0.16947820107921152,0.11908669980743836,0.17185017102547606,0.18284626133721749,0.18666361650387395,0.12010626170891099,0.17659652917372726,0.15546742573717665,0.1478468126305758,0.18335510930418988,0.17787661623062453,0.17154072611238347,0.15715382272653977,0.1917181580900947,0.14003645608990065,0.14763598826209964,0.13381512064111364,0.16619280385947208,0.17548414438298837,0.17249731341596264,0.1456885383621496,0.15859454395011852,0.19300892099617212,0.9999999999999966,0.1597599751522031,0.19395398398340202,0.13780699446197042,0.14979902687513366,0.1844129120244839,0.1625551745288412,0.14339634544590873,0.1691995760569138,0.11635550915256289,0.2187297670854882,0.16576776004764954,0.1631325137123379,0.1862794364950546,0.15417517243883655,0.17836926817352597,0.1785411762990545,0.1958034177013984,0.1955338803742386,0.16720201431305443,0.18889264318763407,0.17684767822300385,0.1354980081007875,0.15462393664695928,0.1965955132162012,0.15363838844753044,0.19671054063364396,0.1982636503667871,0.1300959358222101,0.18107924594494118,0.18073589657541836,0.17638686094468717,0.18475666261836812,0.1641007586455939,0.1412476016303132,0.18654365399939352,0.16871969711008086,0.18248316765527997,0.12993714774161658,0.17633063470169058,0.17238246033307802,0.19225524737884622,0.17583742532732657,0.18715941432652797,0.17129336684809876,0.14944675039351318,0.20485619754688456,0.07489824275610063,0.18113576392209366,0.1760196612551621,0.17578279801840274,0.16554177901883166,0.16226898098781015,0.1745294151310613,0.14017472010242826,0.09185701942187954,0.15199554253669426,0.19455658314060792,0.15764547389463887,0.16725663914793928,0.18454137269792412,0.13477450831897375,0.1902393701235894,0.1628629647336474,0.1515644801655483,0.11046535466589538,0.1881959298706697,0.17168195758248705,0.18830484763915398,0.16880566156123764,0.1488326056363425,0.19482036878828396,0.1778607766711562,0.1525924615083216,0.1502223087450732,0.13183364963152835,0.18151197952789339,0.15495092086457257,0.17728337924495288,0.190179346863787,0.14802117096592057,0.1877538097390842,0.17772329029811154,0.15811046282078556,0.11675812751157015,0.17020461042318752,0.15852253408860534,0.18049638347519056,0.1620075998720044,0.1804152433243779,0.17198239403840815,0.15999307331581902,0.17310688527080678,0.18229571861253094,0.16224371691811224,0.12803381856908633,0.1748050050653272,0.14454093919240346
entourage,0.17977444687398006,0.2196874960319273,0.1823186269424438,0.21194758123583224,0.16662025319563964,0.18959050782785997,0.15042890414829274,0.11037024154549996,0.172005499598751,0.19223495102914648,0.18491774378401302,0.15031371750331934,0.1966619996959023,0.21637327161508935,0.13709924352170683,0.22401669391639215,0.20287999909075782,0.22481774791772247,0.20011279174598134,0.1999900658600412,0.153715996085492,0.1510088622147824,0.12408281030742638,0.21750791995169305,0.19932072018734845,0.20968885631498693,0.16008842239913448,0.16757219821668173,0.18414680732668232,0.1597599751522031,1.0000000000000007,0.16965926736257234,0.18070396857616244,0.13661719822777532,0.16776784981090848,0.1561694253324632,0.18265737043938846,0.21225330266706025,0.16730057745388918,0.17247699272623337,0.19969981600517123,0.2159224803165639,0.2074226967064605,0.2132869499383565,0.2350920831288289,0.18909433859774505,0.20237993486483769,0.2005464202773863,0.23281414884193677,0.20812015658916302,0.14939925745845986,0.1208360073852344,0.14083537983239036,0.18499120886604273,0.16703465161765688,0.1650974782450363,0.20135683216442304,0.13438804990439154,0.20598034551346858,0.1879291988267868,0.18901513059092076,0.20556651707855317,0.1987966778966887,0.11607786581382176,0.20579110520062613,0.20873504032013096,0.16721140157131792,0.12724124189246427,0.17553086694101266,0.23000396624629657,0.21900269969123834,0.18262249466283284,0.23726486399657265,0.22748125089353613,0.17905096928862385,0.1715658729364678,0.06898930157401346,0.19548151080104112,0.1746171709656929,0.22175677923032153,0.18107862266707436,0.1592942610902565,0.21161536329099856,0.14950581292973678,0.10787344182459378,0.17263587673438363,0.1657490662701698,0.2126458503708725,0.22800011335177198,0.2393123083711737,0.17997491711399463,0.21785758571995614,0.18529561087746058,0.2049247270038266,0.12248995491081233,0.16846854265694036,0.17586248061786944,0.15159203122030626,0.20091109933171764,0.16316918894515903,0.18710589375655956,0.19727762536964064,0.16348512295081125,0.1449984773982388,0.11670134309108612,0.19756628597912979,0.14702449508724696,0.2459547309741284,0.20935902749187227,0.16411067290526674,0.1707730410187443,0.21636039984015576,0.22411218146365305,0.12631569309219182,0.17916142008599856,0.19731048529692535,0.1747815930744946,0.14798608475080705,0.18536464682667098,0.19747812660918285,0.2279805894408694,0.15049704696696692,0.2425990655858989,0.2135599340018759,0.11058188471544664,0.16570147854462322,0.14451793571577368
eureka,0.18893190526229606,0.16926955422190296,0.1949163309331434,0.19636052024345949,0.19436170206912762,0.17934615800883372,0.15291188593568902,0.1051572513616533,0.16439659641817445,0.20160850617881612,0.17800444425728995,0.15491306315494577,0.18840649951724264,0.15712173519106945,0.14247433937206916,0.20444789370726835,0.18985454038598473,0.18150637335347058,0.15459737909763424,0.18706344224819543,0.1313821027620668,0.13197759404009737,0.11889671034595502,0.1913943720456559,0.18387077677709493,0.15709716629265777,0.14256952958747093,0.18914542659243816,0.18965426243754344,0.19395398398340202,0.16965926736257234,0.9999999999999992,0.12859398671179878,0.1286823908153374,0.17305026298410317,0.1515684204205963,0.14379423919747952,0.17702893955435262,0.1419271574932023,0.21386609817876465,0.19291052340392978,0.16662199058232496,0.20064032201016496,0.1675241370127903,0.20098386937256987,0.1847270364885207,0.1978189325031975,0.1962398634229937,0.18426859740382212,0.18884892065504524,0.15847410001710618,0.12556426370879267,0.13539205306811647,0.18910331436210812,0.14892965775315026,0.19638241668614245,0.20930649365620865,0.13306938698827575,0.18183626805485206,0.17369820144106762,0.16755806761583056,0.20100428000718903,0.16451586215667058,0.12705949054609691,0.1925864065311166,0.16362285901682677,0.16782550500524138,0.12474228094528021,0.15991897598501145,0.18387791281894986,0.2042748313042377,0.1639774239672257,0.1903992178297505,0.18814435204440635,0.15236302225477025,0.1886434612955445,0.07406551066171649,0.1834035511794809,0.1738385137413841,0.1931534404517408,0.17554349169964228,0.14496032892449798,0.18131601251683452,0.14283149172557463,0.09465505342571444,0.1444695866280677,0.19888881009376325,0.1714469925068343,0.17223301003398644,0.19056579661567294,0.14362578365803272,0.22616000582288465,0.15382042985805755,0.16517352206014735,0.10613504730675147,0.2251432546810575,0.20958243063619458,0.1880138182702819,0.18009581195889904,0.13758099565788487,0.19351868267601144,0.20370334018300376,0.1374211642250774,0.13499545574562016,0.11630855580463673,0.18321866977025095,0.1339308801905206,0.19312152534603175,0.19376882694102285,0.14575869275522763,0.1821253852732229,0.17621081023434737,0.1671844971568397,0.11824464276450575,0.1612383537550816,0.16170428084974772,0.18332947972762476,0.13497375997107025,0.17247084108934488,0.16853075955878158,0.17894731341869938,0.1569733458581919,0.19009652869986962,0.16337727206688737,0.10804689412076816,0.15344964598988656,0.15934139599116767
